player,season,matches,runs,balls_faced,strike_rate,wickets,overs_bowled,economy,catches,run_outs
SE Marsh,2007/08,11,616,441,139.68,0,0,,3,1
G Gambhir,2007/08,14,534,379,140.9,0,0,,2,0
ST Jayasuriya,2007/08,14,514,309,166.34,4,21,7.57,2,1
SR Watson,2007/08,15,472,311,151.77,17,54.1,7.07,1,0
GC Smith,2007/08,11,441,362,121.82,0,0,,2,0
AC Gilchrist,2007/08,14,436,318,137.11,0,0,,6,1
YK Pathan,2007/08,15,435,243,179.01,8,28.1,8.17,3,2
SK Raina,2007/08,14,421,295,142.71,1,3.2,9,10,2
MS Dhoni,2007/08,14,414,310,133.55,0,0,,6,2
V Sehwag,2007/08,14,406,220,184.55,3,11,12.09,3,5
RG Sharma,2007/08,12,404,273,147.99,1,4,6.25,8,0
R Dravid,2007/08,14,371,298,124.5,0,0,,2,1
SC Ganguly,2007/08,13,349,307,113.68,6,20,6.4,5,0
S Dhawan,2007/08,14,340,295,115.25,0,0,,8,0
KC Sangakkara,2007/08,9,320,198,161.62,0,0,,4,0
RV Uthappa,2007/08,14,320,279,114.7,0,0,,9,1
DJ Hussey,2007/08,13,319,259,123.17,2,13,10,5,0
SA Asnodkar,2007/08,9,311,233,133.48,0,0,,5,0
PA Patel,2007/08,13,302,297,101.68,0,0,,6,0
Yuvraj Singh,2007/08,14,299,184,162.5,3,9,9.22,7,3
Y Venugopal Rao,2007/08,10,288,210,137.14,2,14,9.79,0,0
JA Morkel,2007/08,13,241,163,147.85,17,48,8.31,3,0
MV Boucher,2007/08,10,225,177,127.12,0,0,,3,0
JR Hopes,2007/08,11,221,148,149.32,7,28,9.86,2,0
AM Nayar,2007/08,10,206,138,149.28,1,7,9.71,4,0
JH Kallis,2007/08,11,199,183,108.74,4,34.2,9.06,3,0
SP Fleming,2007/08,10,196,165,118.79,0,0,,2,0
Salman Butt,2007/08,7,193,161,119.88,0,0,,2,0
S Badrinath,2007/08,11,192,130,147.69,0,0,,5,2
ML Hayden,2007/08,4,189,131,144.27,0,0,,0,0
BB McCullum,2007/08,4,188,92,204.35,0,0,,1,0
SR Tendulkar,2007/08,7,188,177,106.21,0,0,,6,0
DPMD Jayawardene,2007/08,12,179,131,136.64,0,0,,3,1
DJ Bravo,2007/08,9,178,134,132.84,11,28.3,8.14,3,1
M Kaif,2007/08,14,176,171,102.92,0,0,,8,0
MEK Hussey,2007/08,3,168,100,168,0,0,,2,0
HH Gibbs,2007/08,9,167,153,109.15,0,0,,5,1
V Kohli,2007/08,12,165,157,105.1,2,7.4,7.96,2,0
LR Shukla,2007/08,12,163,122,133.61,6,12,10.33,2,1
A Symonds,2007/08,3,161,105,153.33,0,6.5,14.78,3,0
WP Saha,2007/08,10,159,119,133.61,0,0,,8,1
VVS Laxman,2007/08,6,155,132,117.42,0,0,,1,1
LA Pomersbach,2007/08,5,152,99,153.54,0,0,,1,0
LRPL Taylor,2007/08,4,149,81,183.95,0,0,,0,1
SM Pollock,2007/08,13,147,111,132.43,11,46,6.54,2,0
KD Karthik,2007/08,8,145,107,135.51,0,0,,6,1
S Vidyut,2007/08,8,145,109,133.03,1,2,11,1,0
RA Jadeja,2007/08,9,135,103,131.07,0,2.1,9.69,8,4
IK Pathan,2007/08,14,131,116,112.93,15,53,6.6,4,2
Kamran Akmal,2007/08,6,128,78,164.1,0,0,,5,0
MF Maharoof,2007/08,10,125,79,158.23,15,36,6.92,3,1
Misbah-ul-Haq,2007/08,8,117,81,144.44,0,0,,1,0
W Jaffer,2007/08,6,115,104,110.58,0,0,,3,1
CL White,2007/08,8,114,102,111.76,0,1,24,3,2
P Kumar,2007/08,13,112,98,114.29,11,44.4,8.19,2,0
SB Styris,2007/08,8,112,123,91.06,3,27,7.37,1,0
DB Ravi Teja,2007/08,6,109,82,132.93,1,2,9.5,2,0
MK Tiwary,2007/08,7,104,85,122.35,0,0,,3,1
TM Dilshan,2007/08,7,104,79,131.65,1,1,3,5,2
DB Das,2007/08,6,103,94,109.57,0,0,,0,1
NK Patel,2007/08,4,103,81,127.16,0,0,,2,0
SM Katich,2007/08,2,96,69,139.13,0,0,,0,0
AB de Villiers,2007/08,6,95,98,96.94,0,0,,5,1
PP Chawla,2007/08,15,90,59,152.54,17,46.5,8.31,5,1
SP Goswami,2007/08,3,82,85,96.47,0,0,,2,1
Shahid Afridi,2007/08,10,81,46,176.09,9,30,7.5,4,0
K Goel,2007/08,6,76,78,97.44,0,2,12.5,2,0
RR Sarwan,2007/08,4,73,75,97.33,0,0,,1,0
SK Warne,2007/08,15,70,59,118.64,19,52,7.77,3,1
YV Takawale,2007/08,4,70,65,107.69,0,0,,10,2
Mohammad Hafeez,2007/08,8,64,83,77.11,2,10,6.8,1,1
AB Agarkar,2007/08,9,54,46,117.39,8,26,7.96,0,1
Shoaib Malik,2007/08,5,52,47,110.64,2,8.3,10,6,0
AS Yadav,2007/08,6,49,39,125.64,0,0,,1,1
SB Bangar,2007/08,9,47,49,95.92,4,25,8.76,2,2
B Akhil,2007/08,7,46,31,148.39,2,17.2,7.73,3,0
DR Smith,2007/08,4,45,40,112.5,5,11,7.55,2,0
A Chopra,2007/08,5,42,52,80.77,0,0,,2,0
LPC Silva,2007/08,3,40,26,153.85,0,1,21,3,1
DJ Thornely,2007/08,4,39,53,73.58,3,7,5.71,2,0
RT Ponting,2007/08,4,39,53,73.58,0,0,,2,0
Umar Gul,2007/08,6,39,19,205.26,12,22.3,8.18,0,1
A Mishra,2007/08,6,37,42,88.1,11,19.5,6.96,0,0
Sohail Tanvir,2007/08,11,36,29,124.14,22,41.1,6.46,4,2
MS Gony,2007/08,16,35,23,152.17,17,60,7.38,1,1
L Ronchi,2007/08,4,34,32,106.25,0,0,,3,0
M Rawat,2007/08,7,34,39,87.18,0,0,,9,2
PR Shah,2007/08,4,34,35,97.14,0,0,,4,0
R Bhatia,2007/08,9,34,28,121.43,6,22,8.32,1,0
Z Khan,2007/08,11,34,43,79.07,14,42,8.5,1,1
D Salunkhe,2007/08,5,33,24,137.5,1,7.5,9.96,2,0
T Taibu,2007/08,3,31,26,119.23,0,0,,1,0
Harbhajan Singh,2007/08,3,30,17,176.47,5,10,8.2,1,2
M Kartik,2007/08,5,30,27,111.11,3,14.4,8.66,4,1
RR Powar,2007/08,5,28,21,133.33,3,12,7.58,2,0
RP Singh,2007/08,14,27,24,112.5,15,51.2,8.61,5,0
SS Tiwary,2007/08,2,26,20,130,0,0,,1,0
WA Mota,2007/08,2,26,27,96.3,1,3,12,2,0
R Vinay Kumar,2007/08,8,25,22,113.64,5,23,7.91,3,1
S Chanderpaul,2007/08,3,25,31,80.65,0,0,,0,0
MA Khote,2007/08,3,24,22,109.09,2,5,10.2,0,0
J Arunkumar,2007/08,3,23,23,100,0,0,,0,0
WPUJC Vaas,2007/08,5,21,18,116.67,5,17,8.53,0,0
B Chipli,2007/08,3,20,28,71.43,0,0,,2,0
DS Lehmann,2007/08,2,18,18,100,0,0,,0,0
JDP Oram,2007/08,4,18,12,150,3,16,9.31,2,0
SD Chitnis,2007/08,2,18,10,180,2,6,10,1,0
B Lee,2007/08,4,17,13,130.77,4,16,7,1,1
CK Kapugedera,2007/08,3,16,23,69.57,0,2.5,17.29,4,0
Joginder Sharma,2007/08,7,16,11,145.45,8,24.4,9.69,4,1
VY Mahesh,2007/08,11,15,27,55.56,16,42.1,8.77,5,0
A Kumble,2007/08,10,13,17,76.47,7,38.2,7.93,3,0
DT Patil,2007/08,2,13,13,100,0,0,,2,0
BJ Hodge,2007/08,3,12,17,70.59,0,0,,1,1
DNT Zoysa,2007/08,3,11,9,122.22,2,11,9,0,0
I Sharma,2007/08,13,11,11,100,7,42.1,7.8,2,0
M Ntini,2007/08,9,11,18,61.11,7,35,6.91,1,2
T Kohli,2007/08,2,10,15,66.67,0,0,,4,0
AA Noffke,2007/08,1,9,10,90,1,4,10,0,0
AD Mascarenhas,2007/08,1,9,8,112.5,2,4,7.25,0,0
RR Raje,2007/08,6,8,9,88.89,5,16.2,8.39,1,1
TM Srivastava,2007/08,2,8,10,80,0,0,,2,2
SB Joshi,2007/08,4,6,14,42.86,1,9.1,8.95,0,0
Pankaj Singh,2007/08,5,5,8,62.5,0,12,10.75,1,0
SK Trivedi,2007/08,15,5,12,41.67,13,48,8.31,2,1
AM Rahane,2007/08,2,4,17,23.53,0,0,,1,1
GD McGrath,2007/08,14,4,5,80,12,54,6.61,2,0
S Sohal,2007/08,2,4,8,50,0,0,,0,0
VRV Singh,2007/08,13,4,3,133.33,11,48,8.75,1,0
A Nehra,2007/08,14,3,13,23.08,12,44.5,7.76,7,0
D Kalyankrishna,2007/08,3,3,8,37.5,2,8,10.88,1,0
MK Pandey,2007/08,2,3,9,33.33,0,0,,0,1
Mohammad Asif,2007/08,8,3,6,50,8,32,9.25,0,0
Younis Khan,2007/08,1,3,7,42.86,0,0,,1,0
AB Dinda,2007/08,12,2,4,50,9,39,6.67,1,1
CRD Fernando,2007/08,5,2,1,200,10,20,8,1,0
DS Kulkarni,2007/08,10,2,16,12.5,11,29.3,8,2,1
DW Steyn,2007/08,10,2,5,40,10,38,6.63,4,1
H Das,2007/08,1,2,5,40,0,0,,0,0
PJ Sangwan,2007/08,7,2,5,40,5,24,8.96,1,1
PP Ojha,2007/08,12,2,4,50,11,37,7.81,3,0
Shoaib Akhtar,2007/08,3,2,7,28.57,5,7,7.71,0,0
VS Yeligati,2007/08,2,2,2,100,0,5,11.8,0,0
DP Vijaykumar,2007/08,9,1,1,100,4,25.2,7.86,0,0
Iqbal Abdulla,2007/08,1,1,2,50,0,3,7.33,0,0
PM Sarvesh Kumar,2007/08,2,1,2,50,1,5,8.4,0,0
S Anirudha,2007/08,1,1,7,14.29,0,0,,0,0
A Mukund,2007/08,1,0,1,0,0,0,,3,0
A Nel,2007/08,1,0,0,,1,3,10.33,0,0
Abdur Razzak,2007/08,1,0,2,0,0,2,14.5,0,0
B Geeves,2007/08,2,0,0,,1,8,11.38,3,0
BAW Mendis,2007/08,1,0,0,,1,4,6,0,0
DL Vettori,2007/08,2,0,0,,2,8,6.75,0,0
Gagandeep Singh,2007/08,4,0,0,,3,14,10.07,0,0
L Balaji,2007/08,9,0,4,0,11,33,8.67,1,0
M Manhas,2007/08,0,0,0,,0,0,,1,0
M Muralitharan,2007/08,15,0,3,0,11,58,6.97,4,0
MM Patel,2007/08,15,0,1,0,14,55,7.64,2,1
P Amarnath,2007/08,6,0,0,,7,22,10.73,2,0
S Sreesanth,2007/08,15,0,3,0,19,51.1,8.64,2,0
U Kaul,2007/08,1,0,1,0,0,0,,2,1
ML Hayden,2009,12,572,395,144.81,0,0,,5,1
AC Gilchrist,2009,16,495,325,152.31,0,0,,10,5
AB de Villiers,2009,13,465,355,130.99,0,0,,13,2
SK Raina,2009,14,434,308,140.91,7,27.4,5.93,7,1
TM Dilshan,2009,13,418,341,122.58,0,16,6.12,4,1
JP Duminy,2009,12,372,325,114.46,4,17.3,5.31,4,1
HH Gibbs,2009,14,371,331,112.08,0,0,,11,3
BJ Hodge,2009,12,365,310,117.74,7,20,8.05,2,1
SR Tendulkar,2009,13,364,303,120.13,0,6,9.67,6,1
RG Sharma,2009,16,362,315,114.92,11,23,7,4,1
JH Kallis,2009,15,361,332,108.73,6,46,7.67,5,0
Yuvraj Singh,2009,14,340,294,115.65,6,20,7.1,5,1
KC Sangakkara,2009,13,332,324,102.47,0,0,,6,2
MS Dhoni,2009,13,332,261,127.2,0,0,,4,0
RA Jadeja,2009,13,295,266,110.9,6,23.2,6.47,4,1
KD Karthik,2009,13,288,217,132.72,0,0,,12,3
BB McCullum,2009,13,286,240,119.17,0,0,,6,0
G Gambhir,2009,15,286,278,102.88,0,0,,2,0
LRPL Taylor,2009,11,280,208,134.62,0,1,13,3,0
R Dravid,2009,12,271,234,115.81,0,0,,2,1
YK Pathan,2009,13,261,187,139.57,7,35,6.94,2,1
A Symonds,2009,8,249,166,150,7,24,6.67,1,0
V Kohli,2009,13,246,219,112.33,0,6,7.67,9,2
TL Suman,2009,12,237,190,124.74,5,15,7.2,2,2
ST Jayasuriya,2009,12,221,192,115.1,7,19,8.58,2,0
DPMD Jayawardene,2009,10,219,165,132.73,0,0,,8,0
DJ Bravo,2009,11,218,203,107.39,11,33.1,7.81,6,3
DR Smith,2009,8,215,132,162.88,1,14,8.86,6,0
GC Smith,2009,12,212,216,98.15,0,0,,2,0
V Sehwag,2009,11,198,138,143.48,0,1,25,3,1
IK Pathan,2009,14,196,158,124.05,17,50.2,7.75,2,0
AM Nayar,2009,11,193,152,126.97,4,12,7,4,0
SC Ganguly,2009,11,189,207,91.3,2,12,8.08,3,0
CH Gayle,2009,7,184,148,124.32,1,18.5,7.65,5,0
S Badrinath,2009,11,177,164,107.93,0,0,,5,0
RV Uthappa,2009,13,175,170,102.94,0,0,,7,0
MK Pandey,2009,4,168,118,142.37,0,0,,4,0
NV Ojha,2009,8,168,144,116.67,0,0,,2,1
MN van Wyk,2009,5,167,132,126.52,0,0,,7,0
DA Warner,2009,7,163,132,123.48,0,0,,5,3
MV Boucher,2009,9,150,116,129.31,0,0,,7,1
SM Katich,2009,9,145,117,123.93,0,0,,2,2
AM Rahane,2009,7,144,123,117.07,1,1,5,1,0
PA Patel,2009,9,142,126,112.7,0,0,,3,0
RS Bopara,2009,5,138,119,115.97,0,1.2,3.75,1,0
K Goel,2009,8,124,133,93.23,0,8,7.62,5,0
Y Venugopal Rao,2009,12,124,114,108.77,4,15,8.13,7,0
RE van der Merwe,2009,10,122,98,124.49,9,34,7.29,3,1
S Sohal,2009,8,115,93,123.66,0,0,,2,0
SK Warne,2009,13,108,116,93.1,14,50,7.3,5,1
RJ Quiney,2009,7,103,102,100.98,0,0,,2,0
DJ Hussey,2009,4,98,59,166.1,0,4,8.5,1,1
SA Asnodkar,2009,8,98,93,105.38,0,0,,1,0
JA Morkel,2009,12,97,70,138.57,13,40,8.2,1,1
KP Pietersen,2009,6,93,85,109.41,4,13,6.54,3,0
JDP Oram,2009,8,88,93,94.62,5,15.3,8.58,5,1
Harbhajan Singh,2009,13,84,53,158.49,12,44,5.82,2,1
LR Shukla,2009,6,83,85,97.65,3,14,7.14,2,4
LA Carseldine,2009,5,81,68,119.12,1,1,6,4,0
AS Raut,2009,7,78,61,127.87,0,4,9,3,0
M Manhas,2009,6,75,62,120.97,0,0,,2,0
WP Saha,2009,7,72,41,175.61,0,0,,2,0
AA Bilakhia,2009,6,67,81,82.72,0,0,,0,0
AB Agarkar,2009,11,66,57,115.79,6,31,9.16,0,1
DB Ravi Teja,2009,6,65,70,92.86,0,0,,4,2
P Kumar,2009,13,65,46,141.3,13,49.4,7.93,1,1
A Flintoff,2009,3,62,53,116.98,2,11,9.55,3,0
M Vijay,2009,4,60,67,89.55,0,0,,2,0
JD Ryder,2009,5,56,49,114.29,3,17,6.76,2,0
PR Shah,2009,4,53,51,103.92,0,0,,6,1
SP Goswami,2009,2,53,60,88.33,0,0,,1,0
J Botha,2009,3,47,40,117.5,3,12,6.17,0,1
R Vinay Kumar,2009,11,47,44,106.82,9,32.2,8.38,3,1
Yashpal Singh,2009,4,47,66,71.21,0,0,,3,0
GJ Bailey,2009,2,45,39,115.38,0,0,,0,0
LA Pomersbach,2009,4,41,49,83.67,0,0,,1,0
S Dhawan,2009,4,40,45,88.89,0,0,,2,0
AD Mascarenhas,2009,5,39,39,100,6,19.2,6.83,1,0
MC Henriques,2009,4,38,40,95,2,12.1,8.79,3,0
DL Vettori,2009,7,34,32,106.25,7,23.1,7.81,4,1
MM Patel,2009,11,33,26,126.92,16,34.5,6.92,1,0
PP Chawla,2009,14,31,36,86.11,12,44.5,6.87,6,0
WA Mota,2009,6,30,48,62.5,3,9,6.78,3,0
WPUJC Vaas,2009,2,30,21,142.86,4,8,8.88,0,0
B Lee,2009,5,28,34,82.35,5,20,5.55,1,0
A Mishra,2009,11,26,20,130,14,42.1,6.97,2,1
RR Powar,2009,8,23,22,104.55,5,21,6.29,3,0
M Kartik,2009,10,21,20,105,4,34,5.91,1,0
MF Maharoof,2009,3,21,21,100,4,10,6.5,0,0
RJ Harris,2009,8,21,18,116.67,6,31,7.42,5,0
Joginder Sharma,2009,4,20,18,111.11,2,7,8.14,0,0
SB Jakati,2009,8,20,15,133.33,13,29,7.48,3,0
Y Nagar,2009,1,20,20,100,2,2,10,0,0
R Bishnoi,2009,3,19,17,111.76,0,0,,1,0
VVS Laxman,2009,5,19,33,57.58,0,0,,1,0
NK Patel,2009,2,18,38,47.37,0,0,,4,0
YV Takawale,2009,1,18,22,81.82,0,0,,1,1
B Akhil,2009,5,17,15,113.33,4,11,7.27,0,1
A Kumble,2009,16,16,19,84.21,21,59.1,5.86,3,0
AD Mathews,2009,1,16,13,123.08,0,2.2,13.29,1,0
I Sharma,2009,11,16,13,123.08,11,43,6.91,1,0
M Rawat,2009,3,16,19,84.21,0,0,,6,1
GR Napier,2009,1,15,16,93.75,1,4,6.75,0,0
W Jaffer,2009,2,15,17,88.24,0,0,,1,0
SB Styris,2009,2,14,8,175,5,8,8,0,0
MS Gony,2009,7,13,7,185.71,5,17,10.12,1,0
SS Tiwary,2009,3,13,12,108.33,0,0,,0,0
RR Raje,2009,4,12,9,133.33,1,6.5,10.54,2,0
A Chopra,2009,1,11,19,57.89,0,0,,0,1
T Henderson,2009,2,11,16,68.75,1,6,6.67,0,0
D du Preez,2009,2,10,13,76.92,4,7,8,0,0
DS Kulkarni,2009,8,9,17,52.94,5,26,7.92,1,0
MK Tiwary,2009,1,9,13,69.23,0,1,11,0,1
SK Trivedi,2009,7,9,18,50,6,20,7.6,2,0
SM Harwood,2009,3,9,14,64.29,3,10,7.3,2,0
M Morkel,2009,2,8,8,100,0,7,5.71,1,1
M Muralitharan,2009,13,8,8,100,14,50,5.22,4,2
R Ashwin,2009,1,8,15,53.33,2,4,3.25,1,0
R Bhatia,2009,7,8,18,44.44,10,21.4,6.74,4,0
RP Singh,2009,16,8,17,47.06,23,59.4,6.99,6,0
Z Khan,2009,6,8,11,72.73,6,21,6.76,2,0
AN Ghosh,2009,2,7,8,87.5,0,0,,1,0
PC Valthaty,2009,2,6,12,50,0,0,,0,0
PJ Sangwan,2009,13,6,10,60,15,46.4,7.71,3,1
SD Chitnis,2009,1,6,8,75,0,0,,0,0
SS Shaikh,2009,1,6,7,85.71,0,0,,2,0
S Sreesanth,2009,7,5,18,27.78,6,23,8.35,0,0
FH Edwards,2009,6,4,5,80,5,23.2,6.6,0,0
L Balaji,2009,13,4,10,40,13,37.2,8.46,3,1
AB McDonald,2009,1,3,4,75,0,3,7.33,0,0
Kamran Khan,2009,5,3,5,60,7,18.4,7.45,4,1
AB Dinda,2009,8,2,3,66.67,4,24,8.04,1,1
Mashrafe Mortaza,2009,1,2,2,100,0,4,14.5,0,1
Mohammad Ashraful,2009,1,2,10,20,0,0,,2,0
SB Bangar,2009,1,2,9,22.22,0,0,,0,0
T Thushara,2009,2,2,7,28.57,3,8,7.5,1,0
A Nehra,2009,13,1,1,100,19,51,6.78,2,1
A Singh,2009,5,1,3,33.33,9,17.3,5.43,0,0
KV Sharma,2009,1,1,3,33.33,0,0,,0,1
PP Ojha,2009,15,1,7,14.29,18,53.3,6.5,2,0
Pankaj Singh,2009,3,1,2,50,2,7,9.29,1,0
Shoaib Ahmed,2009,7,1,6,16.67,5,17,8.94,4,0
T Kohli,2009,1,1,4,25,0,0,,1,0
A Mithun,2009,1,0,0,,0,4,10.5,0,0
AM Salvi,2009,5,0,0,,4,17,7.88,1,0
Anureet Singh,2009,2,0,0,,2,5,9.4,0,0
BAW Mendis,2009,4,0,1,0,3,16.4,8.1,1,0
C Nanda,2009,3,0,1,0,2,8,7.12,0,0
CK Langeveldt,2009,1,0,0,,3,4,3.75,0,0
DP Nannes,2009,13,0,0,,15,49.3,7.52,4,0
DW Steyn,2009,3,0,3,0,2,9,6.89,2,0
Harmeet Singh,2009,7,0,0,,3,22.5,8.41,3,0
Jaskaran Singh,2009,1,0,0,,0,3,10.67,0,0
KP Appanna,2009,5,0,1,0,2,12,7.25,0,0
L Ronchi,2009,1,0,2,0,0,0,,1,0
RA Shaikh,2009,1,0,0,,0,1,11,0,0
RR Bose,2009,1,0,0,,0,2,12,0,0
S Tyagi,2009,8,0,0,,5,19,7.16,1,0
SL Malinga,2009,13,0,1,0,18,49.3,6.3,2,1
SS Sarkar,2009,2,0,0,,1,4.1,8.16,0,0
TM Srivastava,2009,1,0,1,0,0,0,,0,0
VRV Singh,2009,4,0,0,,1,9,9.11,2,0
VS Malik,2009,5,0,0,,2,12,8.17,1,0
VY Mahesh,2009,1,0,0,,1,2,12.5,0,0
YA Abdulla,2009,9,0,0,,14,28,8.61,0,0
SR Tendulkar,2009/10,15,618,466,132.62,0,0,,3,0
JH Kallis,2009/10,16,572,494,115.79,13,57,8.35,6,1
SK Raina,2009/10,16,528,367,143.87,6,23.5,7.47,10,3
SC Ganguly,2009/10,14,493,419,117.66,0,4,10.75,7,1
M Vijay,2009/10,15,458,292,156.85,0,0,,12,1
DPMD Jayawardene,2009/10,13,445,300,148.33,0,0,,6,2
A Symonds,2009/10,16,429,341,125.81,12,53,7.02,11,0
SS Tiwary,2009/10,15,419,309,135.6,0,0,,3,1
RG Sharma,2009/10,16,404,302,133.77,2,19,8.05,9,1
NV Ojha,2009/10,14,377,285,132.28,0,0,,4,1
RV Uthappa,2009/10,14,374,218,171.56,0,0,,7,3
KC Sangakkara,2009/10,12,357,257,138.91,0,0,,6,2
AT Rayudu,2009/10,14,356,246,144.72,0,0,,6,2
S Badrinath,2009/10,15,356,303,117.49,0,0,,1,2
V Sehwag,2009/10,14,356,218,163.3,3,5.4,4.06,2,0
ML Hayden,2009/10,16,346,280,123.57,0,0,,6,2
YK Pathan,2009/10,14,333,201,165.67,5,34,7.24,8,1
TL Suman,2009/10,14,307,257,119.46,0,2,12,3,1
V Kohli,2009/10,13,307,212,144.81,0,5.2,9.38,3,2
CH Gayle,2009/10,9,292,184,158.7,4,16,9.5,2,0
AC Gilchrist,2009/10,16,289,185,156.22,0,0,,9,1
MS Dhoni,2009/10,11,287,210,136.67,0,0,,5,2
DA Warner,2009/10,11,282,191,147.64,0,0,,8,1
KD Karthik,2009/10,14,278,237,117.3,0,0,,6,2
MJ Lumb,2009/10,11,278,192,144.79,0,0,,4,0
G Gambhir,2009/10,10,277,217,127.65,0,0,,3,1
IK Pathan,2009/10,14,276,186,148.39,15,46.2,9.19,4,0
KA Pollard,2009/10,14,273,147,185.71,15,37,7.41,4,4
HH Gibbs,2009/10,10,267,235,113.62,0,0,,6,0
Yuvraj Singh,2009/10,14,259,201,128.86,5,23,6.61,2,0
R Dravid,2009/10,11,256,199,128.64,0,0,,4,2
MK Pandey,2009/10,13,249,226,110.18,0,0,,6,1
RS Bopara,2009/10,9,248,214,115.89,5,13,9.77,2,0
MK Tiwary,2009/10,11,237,186,127.42,1,1,11,4,0
KP Pietersen,2009/10,7,236,157,150.32,3,10,7.7,3,0
AD Mathews,2009/10,12,233,184,126.63,8,37.3,8.37,3,1
MS Bisla,2009/10,10,218,178,122.47,0,0,,4,0
PD Collingwood,2009/10,7,203,156,130.13,5,14.5,6.81,3,0
JA Morkel,2009/10,14,199,132,150.76,11,47.4,8.5,3,1
S Dhawan,2009/10,10,191,170,112.35,0,0,,5,0
SR Watson,2009/10,6,185,114,162.28,6,22,8.36,3,0
AA Jhunjhunwala,2009/10,10,183,166,110.24,0,6.1,11.19,4,4
AC Voges,2009/10,7,181,143,126.57,0,9,8.44,1,3
MD Mishra,2009/10,11,166,144,115.28,0,0,,1,0
FY Fazal,2009/10,9,164,154,106.49,0,2,10,7,0
JP Duminy,2009/10,7,157,131,119.85,1,5.3,6.73,4,0
M Manhas,2009/10,8,157,149,105.37,0,0,,5,2
SE Marsh,2009/10,4,147,114,128.95,0,0,,1,0
CA Pujara,2009/10,6,122,115,106.09,0,0,,2,0
OA Shah,2009/10,5,115,95,121.05,0,0,,0,0
BB McCullum,2009/10,5,114,110,103.64,0,0,,2,0
R Sathish,2009/10,10,112,96,116.67,2,8,10.12,2,2
AB de Villiers,2009/10,7,111,119,93.28,0,0,,6,3
P Dogra,2009/10,8,107,106,100.94,0,0,,2,1
Harbhajan Singh,2009/10,14,105,63,166.67,17,53.3,7.05,4,0
BJ Hodge,2009/10,4,99,90,110,2,5,8.2,3,0
DJ Hussey,2009/10,6,94,86,109.3,0,10,8,4,0
LRPL Taylor,2009/10,7,88,75,117.33,0,0,,4,0
KM Jadhav,2009/10,5,76,56,135.71,0,0,,0,0
PA Patel,2009/10,4,72,79,91.14,0,0,,0,0
WP Saha,2009/10,6,67,53,126.42,0,0,,3,0
R McLaren,2009/10,10,66,69,95.65,4,34,7.94,2,1
AB McDonald,2009/10,4,65,52,125,5,14,9.86,0,0
VVS Laxman,2009/10,6,64,60,106.67,0,0,,2,0
Anirudh Singh,2009/10,4,63,66,95.45,0,0,,3,0
PP Chawla,2009/10,14,62,60,103.33,12,49,7.49,3,2
DJ Bravo,2009/10,10,61,53,115.09,4,26.1,8.71,4,1
AM Nayar,2009/10,3,58,51,113.73,0,0,,1,1
AS Raut,2009/10,5,56,48,116.67,0,0,,3,1
AP Tare,2009/10,4,50,36,138.89,0,0,,1,0
CL White,2009/10,5,48,33,145.45,0,1,19,4,0
RJ Harris,2009/10,8,45,39,115.38,14,30.4,7.6,4,0
GC Smith,2009/10,2,44,39,112.82,0,0,,2,0
TM Dilshan,2009/10,6,44,53,83.02,3,8.1,8.57,4,0
AB Barath,2009/10,3,42,42,100,0,0,,0,0
AB Agarkar,2009/10,7,40,29,137.93,4,22,9.23,1,0
A Mishra,2009/10,14,39,51,76.47,17,53,6.85,4,3
MEK Hussey,2009/10,3,37,44,84.09,0,0,,0,0
LR Shukla,2009/10,4,36,26,138.46,3,12,8.83,1,0
B Sumanth,2009/10,4,35,37,94.59,0,0,,4,0
EJG Morgan,2009/10,4,35,30,116.67,0,0,,4,1
AP Dole,2009/10,3,34,22,154.55,5,11,10.18,2,0
Y Venugopal Rao,2009/10,4,34,43,79.07,0,1,10,0,0
DL Vettori,2009/10,3,33,27,122.22,2,11.4,8.31,0,0
ST Jayasuriya,2009/10,4,33,31,106.45,2,9,7.56,0,1
MF Maharoof,2009/10,7,31,23,134.78,8,24,8.58,1,0
R Ashwin,2009/10,12,30,40,75,13,48,6.1,1,1
S Anirudha,2009/10,2,30,18,166.67,0,0,,3,0
WPUJC Vaas,2009/10,6,30,34,88.24,9,22,6.32,0,1
R Sharma,2009/10,6,29,26,111.54,5,20.4,8.08,0,0
M Kaif,2009/10,3,28,30,93.33,0,0,,3,0
MR Marsh,2009/10,3,28,30,93.33,2,10,8.8,0,1
R Vinay Kumar,2009/10,14,27,32,84.38,16,46.1,8.58,3,0
S Sreesanth,2009/10,6,27,21,128.57,4,19,10.05,0,0
S Sriram,2009/10,1,27,29,93.1,0,2,12,0,0
JM Kemp,2009/10,5,26,24,108.33,3,7.2,7.36,1,0
R Bhatia,2009/10,5,24,17,141.18,3,16,8.25,1,1
Z Khan,2009/10,14,24,13,184.62,15,48.2,7.78,4,0
A Nehra,2009/10,4,23,20,115,6,14,6.86,2,0
DR Smith,2009/10,3,22,25,88,1,3.5,9.39,0,0
M Kartik,2009/10,10,22,22,100,9,39,6.49,4,0
AJ Finch,2009/10,1,21,21,100,0,1.1,4.29,0,0
SK Trivedi,2009/10,10,20,14,142.86,11,35.3,7.32,1,1
DR Martyn,2009/10,1,19,24,79.17,0,0,,0,0
DE Bollinger,2009/10,8,18,17,105.88,12,31,6.68,2,0
GJ Bailey,2009/10,1,18,27,66.67,0,0,,1,0
K Goel,2009/10,2,18,20,90,0,1,7,2,1
